Trękusek;warmińsko-mazurskie;11-030
Wygoda;warmińsko-mazurskie;11-030
Wyrandy;warmińsko-mazurskie;11-030
Zaborowo;warmińsko-mazurskie;11-030
Dorotowo;warmińsko-mazurskie;11-034
Gągławki;warmińsko-mazurskie;11-034
Gryźliny;warmińsko-mazurskie;11-034
Kręsk;warmińsko-mazurskie;11-034
Łański Piec;warmińsko-mazurskie;11-034
Majdy;warmińsko-mazurskie;11-034
Miodówko;warmińsko-mazurskie;11-034
Pluski;warmińsko-mazurskie;11-034
Rybaki;warmińsko-mazurskie;11-034
Stawiguda;warmińsko-mazurskie;11-034
Tomaszkowo;warmińsko-mazurskie;11-034
Wymój;warmińsko-mazurskie;11-034
Zezuj;warmińsko-mazurskie;11-034
Zielonowo;warmińsko-mazurskie;11-034
Barwiny;warmińsko-mazurskie;11-036
Biesal;warmińsko-mazurskie;11-036
Cegłowo;warmińsko-mazurskie;11-036
Dłużki;warmińsko-mazurskie;11-036
Gietrzwałd;warmińsko-mazurskie;11-036
Gietrzwałd (Tomarynki);warmińsko-mazurskie;11-036
Grazymy;warmińsko-mazurskie;11-036
Gronity;warmińsko-mazurskie;11-036
Guzowy Młyn;warmińsko-mazurskie;11-036
Guzowy Piec;warmińsko-mazurskie;11-036
Jadaminy;warmińsko-mazurskie;11-036
Kudypy;warmińsko-mazurskie;11-036
Łajsy;warmińsko-mazurskie;11-036
Łęgucki Młyn;warmińsko-mazurskie;11-036
Łęguty;warmińsko-mazurskie;11-036
Łęguty (Zaskwierki);warmińsko-mazurskie;11-036
Łopkajny;warmińsko-mazurskie;11-036
Naglady;warmińsko-mazurskie;11-036
Naterki;warmińsko-mazurskie;11-036
Nowy Młyn;warmińsko-mazurskie;11-036
Pęglity;warmińsko-mazurskie;11-036
Podlejki;warmińsko-mazurskie;11-036
Rapaty (Zdrojek);warmińsko-mazurskie;11-036
Rapaty;warmińsko-mazurskie;11-036
Rentyny;warmińsko-mazurskie;11-036
Salminek;warmińsko-mazurskie;11-036
Siła;warmińsko-mazurskie;11-036
Skwary;warmińsko-mazurskie;11-036
Smoleń;warmińsko-mazurskie;11-036
Sząbruk;warmińsko-mazurskie;11-036
Śródka;warmińsko-mazurskie;11-036
Tomaryny;warmińsko-mazurskie;11-036
Unieszewo;warmińsko-mazurskie;11-036
Woryty;warmińsko-mazurskie;11-036
Barcikowo;warmińsko-mazurskie;11-040
Cerkiewnik;warmińsko-mazurskie;11-040
Dobre Miasto;warmińsko-mazurskie;11-040
Głotowo;warmińsko-mazurskie;11-040
Jesionowo;warmińsko-mazurskie;11-040
Kabikiejmy;warmińsko-mazurskie;11-040
Kabikiejmy Dolne;warmińsko-mazurskie;11-040
Knopin;warmińsko-mazurskie;11-040
Kosyń;warmińsko-mazurskie;11-040
Kunik;warmińsko-mazurskie;11-040
Łęgno;warmińsko-mazurskie;11-040
Mawry;warmińsko-mazurskie;11-040
Międzylesie;warmińsko-mazurskie;11-040
Nowa Wieś Mała;warmińsko-mazurskie;11-040
Piotraszewo;warmińsko-mazurskie;11-040
Podleśna;warmińsko-mazurskie;11-040
Praslity;warmińsko-mazurskie;11-040
Smolajny;warmińsko-mazurskie;11-040
Stary Dwór;warmińsko-mazurskie;11-040
Swobodna;warmińsko-mazurskie;11-040
Urbanowo;warmińsko-mazurskie;11-040
Wichrowo;warmińsko-mazurskie;11-040
Gutkowo;warmińsko-mazurskie;11-041
Łupstych;warmińsko-mazurskie;11-041
Redykajny;warmińsko-mazurskie;11-041
Szelągowo;warmińsko-mazurskie;11-041
Warkały;warmińsko-mazurskie;11-041
Wilimowo;warmińsko-mazurskie;11-041
Bałąg;warmińsko-mazurskie;11-042
Gamerki Małe;warmińsko-mazurskie;11-042
Gamerki Wielkie;warmińsko-mazurskie;11-042
Garzewko;warmińsko-mazurskie;11-042
Giedajty;warmińsko-mazurskie;11-042
Godki;warmińsko-mazurskie;11-042
Jonkowo;warmińsko-mazurskie;11-042
Kajny;warmińsko-mazurskie;11-042
Łomy;warmińsko-mazurskie;11-042
Mątki;warmińsko-mazurskie;11-042
Nowe Kawkowo;warmińsko-mazurskie;11-042
Polejki;warmińsko-mazurskie;11-042
Porbady;warmińsko-mazurskie;11-042
Pupki;warmińsko-mazurskie;11-042
Stare Kawkowo;warmińsko-mazurskie;11-042
Stękiny;warmińsko-mazurskie;11-042
Szałstry;warmińsko-mazurskie;11-042
Węgajty;warmińsko-mazurskie;11-042
Wołowno;warmińsko-mazurskie;11-042
Wrzesina;warmińsko-mazurskie;11-042
Babiak;warmińsko-mazurskie;11-100
Blanki;warmińsko-mazurskie;11-100
Bobrownik;warmińsko-mazurskie;11-100
Budniki;warmińsko-mazurskie;11-100
Bugi;warmińsko-mazurskie;11-100
Chełm;warmińsko-mazurskie;11-100
Czarny Kierz;warmińsko-mazurskie;11-100
Długołęka;warmińsko-mazurskie;11-100
Drwęca;warmińsko-mazurskie;11-100
Gajlity;warmińsko-mazurskie;11-100
Ignalin;warmińsko-mazurskie;11-100
Jagodów;warmińsko-mazurskie;11-100
Jagoty;warmińsko-mazurskie;11-100
Jarandowo;warmińsko-mazurskie;11-100
Kaszuny;warmińsko-mazurskie;11-100
Kierz;warmińsko-mazurskie;11-100
Klejdyty;warmińsko-mazurskie;11-100
Kłębowo;warmińsko-mazurskie;11-100
Kłusity Wielkie;warmińsko-mazurskie;11-100
Knipy;warmińsko-mazurskie;11-100
Kochanówka;warmińsko-mazurskie;11-100
Koniewo;warmińsko-mazurskie;11-100
Koniewo-Osada;warmińsko-mazurskie;11-100
Kotowo;warmińsko-mazurskie;11-100
Krasny Bór;warmińsko-mazurskie;11-100
Kraszewo;warmińsko-mazurskie;11-100
Lauda;warmińsko-mazurskie;11-100
Lidzbark Warmiński;warmińsko-mazurskie;11-100
Łabno;warmińsko-mazurskie;11-100
Łaniewo;warmińsko-mazurskie;11-100
Łaniewo-Leśnictwo;warmińsko-mazurskie;11-100
Markajmy;warmińsko-mazurskie;11-100
Marków;warmińsko-mazurskie;11-100
Medyny (Dębiec);warmińsko-mazurskie;11-100
Medyny;warmińsko-mazurskie;11-100
Miejska Wola;warmińsko-mazurskie;11-100
Miłogórze;warmińsko-mazurskie;11-100
Morawa;warmińsko-mazurskie;11-100
Napraty;warmińsko-mazurskie;11-100
Napraty (Napratki);warmińsko-mazurskie;11-100
Nowa Wieś Wielka;warmińsko-mazurskie;11-100
Nowosady;warmińsko-mazurskie;11-100
Pilnik;warmińsko-mazurskie;11-100
Poborowo;warmińsko-mazurskie;11-100
Pomorowo;warmińsko-mazurskie;11-100
Redy;warmińsko-mazurskie;11-100
Redy-Osada;warmińsko-mazurskie;11-100
Rogóż;warmińsko-mazurskie;11-100
Rogóż (Wojdyty);warmińsko-mazurskie;11-100
Runowo;warmińsko-mazurskie;11-100
Samolubie;warmińsko-mazurskie;11-100
Sarnowo;warmińsko-mazurskie;11-100
Stabunity;warmińsko-mazurskie;11-100
Stryjkowo;warmińsko-mazurskie;11-100
Suryty;warmińsko-mazurskie;11-100
Świętnik;warmińsko-mazurskie;11-100
Widryki;warmińsko-mazurskie;11-100
Wielochowo;warmińsko-mazurskie;11-100
Workiejmy;warmińsko-mazurskie;11-100
Wróblik;warmińsko-mazurskie;11-100
Zaręby;warmińsko-mazurskie;11-100
Żytowo;warmińsko-mazurskie;11-100
Bartniki;warmińsko-mazurskie;11-106
Kiersnowo;warmińsko-mazurskie;11-106
Kierwiny;warmińsko-mazurskie;11-106
Kiwity;warmińsko-mazurskie;11-106
Klutajny (Maków);warmińsko-mazurskie;11-106
Klutajny;warmińsko-mazurskie;11-106
Kobiela;warmińsko-mazurskie;11-106
Konity;warmińsko-mazurskie;11-106
Krekole;warmińsko-mazurskie;11-106
Połapin;warmińsko-mazurskie;11-106
Rokitnik;warmińsko-mazurskie;11-106
Stoczek (Stoczek Klasztorny);warmińsko-mazurskie;11-106
Stoczek;warmińsko-mazurskie;11-106
Tolniki Wielkie;warmińsko-mazurskie;11-106
Żegoty;warmińsko-mazurskie;11-106
Augustyny;warmińsko-mazurskie;11-130
Bażyny;warmińsko-mazurskie;11-130
Biały Dwór;warmińsko-mazurskie;11-130
Bogatyńskie;warmińsko-mazurskie;11-130
Chwalęcin;warmińsko-mazurskie;11-130
Chwalęcin (Welza);warmińsko-mazurskie;11-130
Drwęczno;warmińsko-mazurskie;11-130
Gieduty;warmińsko-mazurskie;11-130
Henrykowo;warmińsko-mazurskie;11-130
Karbowo;warmińsko-mazurskie;11-130
Karkajmy;warmińsko-mazurskie;11-130
Klusajny;warmińsko-mazurskie;11-130
Krosno;warmińsko-mazurskie;11-130
Krosno (Kumasy);warmińsko-mazurskie;11-130
Krzykały;warmińsko-mazurskie;11-130
Kumajny;warmińsko-mazurskie;11-130
Lejławki Małe;warmińsko-mazurskie;11-130
Lejławki Wielkie;warmińsko-mazurskie;11-130
Miłkowo;warmińsko-mazurskie;11-130
Mingajny;warmińsko-mazurskie;11-130
Nowy Dwór;warmińsko-mazurskie;11-130
Opin;warmińsko-mazurskie;11-130
Opin (Karbowo-Gajówka);warmińsko-mazurskie;11-130
Orneta;warmińsko-mazurskie;11-130
Osetnik;warmińsko-mazurskie;11-130
Ostry Kamień;warmińsko-mazurskie;11-130
Wojciechowo;warmińsko-mazurskie;11-130
Wola Lipecka;warmińsko-mazurskie;11-130
Biała Wola;warmińsko-mazurskie;11-135
Bieniewo;warmińsko-mazurskie;11-135
Bzowiec;warmińsko-mazurskie;11-135
Ełdyty Małe;warmińsko-mazurskie;11-135
Ełdyty Wielkie;warmińsko-mazurskie;11-135
Gronowo;warmińsko-mazurskie;11-135
Karbówka;warmińsko-mazurskie;11-135
Lubomino;warmińsko-mazurskie;11-135
Piotrowo;warmińsko-mazurskie;11-135
Rogiedle;warmińsko-mazurskie;11-135
Różyn;warmińsko-mazurskie;11-135
Samborek;warmińsko-mazurskie;11-135
Świękity (Świękitki);warmińsko-mazurskie;11-135
Świękity;warmińsko-mazurskie;11-135
Wapnik;warmińsko-mazurskie;11-135
Wilczkowo;warmińsko-mazurskie;11-135
Wolnica;warmińsko-mazurskie;11-135
Zagony;warmińsko-mazurskie;11-135
Zajączki;warmińsko-mazurskie;11-135
Ardapy;warmińsko-mazurskie;11-200
Bajdyty;warmińsko-mazurskie;11-200
Barciszewo;warmińsko-mazurskie;11-200
Bartoszyce;warmińsko-mazurskie;11-200
Bąsze;warmińsko-mazurskie;11-200
Bezledy;warmińsko-mazurskie;11-200
Bieliny;warmińsko-mazurskie;11-200
Borki;warmińsko-mazurskie;11-200
Brzostkowo;warmińsko-mazurskie;11-200
Bukowo;warmińsko-mazurskie;11-200
Burkarty;warmińsko-mazurskie;11-200
Ceglarki;warmińsko-mazurskie;11-200
Czerwona Górka;warmińsko-mazurskie;11-200
Dąbrowa;warmińsko-mazurskie;11-200
Dębiany;warmińsko-mazurskie;11-200
Dębówko;warmińsko-mazurskie;11-200
Dębówko (Karolewka);warmińsko-mazurskie;11-200
Drawa;warmińsko-mazurskie;11-200
Falczewo;warmińsko-mazurskie;11-200
Ganitajny;warmińsko-mazurskie;11-200
Gile;warmińsko-mazurskie;11-200
Glitajny;warmińsko-mazurskie;11-200
Głomno;warmińsko-mazurskie;11-200
Karolewko;warmińsko-mazurskie;11-200
Kicina;warmińsko-mazurskie;11-200
Kiersity;warmińsko-mazurskie;11-200
Kiertyny Małe;warmińsko-mazurskie;11-200
Kiertyny Wielkie;warmińsko-mazurskie;11-200
Kinkajmy;warmińsko-mazurskie;11-200
Kisity;warmińsko-mazurskie;11-200
Krawczyki;warmińsko-mazurskie;11-200
Krawczyki (Klekotki);warmińsko-mazurskie;11-200
Kromarki;warmińsko-mazurskie;11-200
Leginy;warmińsko-mazurskie;11-200
Lejdy;warmińsko-mazurskie;11-200
Lipina;warmińsko-mazurskie;11-200
Lusiny;warmińsko-mazurskie;11-200
Łabędnik;warmińsko-mazurskie;11-200
Łabędnik Mały;warmińsko-mazurskie;11-200
Łapkiejmy;warmińsko-mazurskie;11-200
Łojdy;warmińsko-mazurskie;11-200
Łoskajmy;warmińsko-mazurskie;11-200
Markiny;warmińsko-mazurskie;11-200
Maszewy;warmińsko-mazurskie;11-200
Matyjaszki;warmińsko-mazurskie;11-200
Merguny;warmińsko-mazurskie;11-200
Molwity;warmińsko-mazurskie;11-200
Nalikajmy;warmińsko-mazurskie;11-200
Nowe Witki;warmińsko-mazurskie;11-200
Nuny;warmińsko-mazurskie;11-200
Okopa;warmińsko-mazurskie;11-200
Osieka;warmińsko-mazurskie;11-200
Parkoszewo;warmińsko-mazurskie;11-200
Perkujki;warmińsko-mazurskie;11-200
Piergozy;warmińsko-mazurskie;11-200
Piersele;warmińsko-mazurskie;11-200
Pilwa;warmińsko-mazurskie;11-200
Plęsy;warmińsko-mazurskie;11-200
Połęcze;warmińsko-mazurskie;11-200
Posłusze;warmińsko-mazurskie;11-200
Rodnowo;warmińsko-mazurskie;11-200
Sędławki;warmińsko-mazurskie;11-200
Skitno;warmińsko-mazurskie;11-200
Sokolica;warmińsko-mazurskie;11-200
Sokolica (Gruda);warmińsko-mazurskie;11-200
Solno;warmińsko-mazurskie;11-200
Sortławki;warmińsko-mazurskie;11-200
Sporwiny;warmińsko-mazurskie;11-200
Spurgle;warmińsko-mazurskie;11-200
Spytajny;warmińsko-mazurskie;11-200
Styligi;warmińsko-mazurskie;11-200
Szczeciny;warmińsko-mazurskie;11-200
Szwarunki;warmińsko-mazurskie;11-200
Szwaruny;warmińsko-mazurskie;11-200
Szylina Wielka;warmińsko-mazurskie;11-200
Szylina Wielka (Szylina Mała);warmińsko-mazurskie;11-200
Tapilkajmy;warmińsko-mazurskie;11-200
Tolko;warmińsko-mazurskie;11-200
Wajsnory;warmińsko-mazurskie;11-200
Wardomy;warmińsko-mazurskie;11-200
Wargielity;warmińsko-mazurskie;11-200
Wawrzyny;warmińsko-mazurskie;11-200
Węgoryty;warmińsko-mazurskie;11-200
Wiatrak;warmińsko-mazurskie;11-200
Wipławki;warmińsko-mazurskie;11-200
Wirwilty;warmińsko-mazurskie;11-200
Witki;warmińsko-mazurskie;11-200
Wojciechy;warmińsko-mazurskie;11-200
Wojtkowo;warmińsko-mazurskie;11-200
Wola;warmińsko-mazurskie;11-200
Wólka;warmińsko-mazurskie;11-200
Wyręba;warmińsko-mazurskie;11-200
Zawiersze;warmińsko-mazurskie;11-200
Żydowo;warmińsko-mazurskie;11-200
Boryty;warmińsko-mazurskie;11-210
Chełmiec;warmińsko-mazurskie;11-210
Długa;warmińsko-mazurskie;11-210
Dobroty;warmińsko-mazurskie;11-210
Domarady;warmińsko-mazurskie;11-210
Dzietrzychowo;warmińsko-mazurskie;11-210
Gierkiny;warmińsko-mazurskie;11-210
Gulkajmy;warmińsko-mazurskie;11-210
Judyty;warmińsko-mazurskie;11-210
Kinwągi;warmińsko-mazurskie;11-210
Korytki;warmińsko-mazurskie;11-210
Langanki;warmińsko-mazurskie;11-210
Lipica;warmińsko-mazurskie;11-210
Liski;warmińsko-mazurskie;11-210
Lwowiec;warmińsko-mazurskie;11-210
Łobzowo;warmińsko-mazurskie;11-210
Majmławki;warmińsko-mazurskie;11-210
Masuny;warmińsko-mazurskie;11-210
Melejdy;warmińsko-mazurskie;11-210
Miedna;warmińsko-mazurskie;11-210
Ostre Bardo;warmińsko-mazurskie;11-210
Park;warmińsko-mazurskie;11-210
Pasławki;warmińsko-mazurskie;11-210
Pieny;warmińsko-mazurskie;11-210
Poniki;warmińsko-mazurskie;11-210
Prętławki;warmińsko-mazurskie;11-210
Przewarszyty;warmińsko-mazurskie;11-210
Retowy;warmińsko-mazurskie;11-210
Rogielkajmy;warmińsko-mazurskie;11-210
Romaliny;warmińsko-mazurskie;11-210
Romankowo;warmińsko-mazurskie;11-210
Roskajmy;warmińsko-mazurskie;11-210
Różyna;warmińsko-mazurskie;11-210
Rusajny;warmińsko-mazurskie;11-210
Rygarby;warmińsko-mazurskie;11-210
Sępopol;warmińsko-mazurskie;11-210
Smodajny;warmińsko-mazurskie;11-210
Smolanka;warmińsko-mazurskie;11-210
Stopki;warmińsko-mazurskie;11-210
Stopki-Osada;warmińsko-mazurskie;11-210
Szczurkowo;warmińsko-mazurskie;11-210
Śmiardowo;warmińsko-mazurskie;11-210
Tromity;warmińsko-mazurskie;11-210
Trosiny;warmińsko-mazurskie;11-210
Turcz;warmińsko-mazurskie;11-210
Wanikajmy;warmińsko-mazurskie;11-210
Wiatrowiec;warmińsko-mazurskie;11-210
Wodukajmy;warmińsko-mazurskie;11-210
Borki Sędrowskie;warmińsko-mazurskie;11-214
Ciemna Wola;warmińsko-mazurskie;11-214
Galinki;warmińsko-mazurskie;11-214
Galiny;warmińsko-mazurskie;11-214
Gromki;warmińsko-mazurskie;11-214
Kosy;warmińsko-mazurskie;11-214
Króle;warmińsko-mazurskie;11-214
Minty;warmińsko-mazurskie;11-214
Pasaria;warmińsko-mazurskie;11-214
Augamy;warmińsko-mazurskie;11-220
Bądle;warmińsko-mazurskie;11-220
Bądze;warmińsko-mazurskie;11-220
Bukowiec;warmińsko-mazurskie;11-220
Czyprki;warmińsko-mazurskie;11-220
Deksyty;warmińsko-mazurskie;11-220
Dęby;warmińsko-mazurskie;11-220
Dobrzynka;warmińsko-mazurskie;11-220
Dulsin;warmińsko-mazurskie;11-220
Dwórzno;warmińsko-mazurskie;11-220
Dzikowo Iławeckie;warmińsko-mazurskie;11-220
Gałajny;warmińsko-mazurskie;11-220
Glądy;warmińsko-mazurskie;11-220
Górowo Iławeckie;warmińsko-mazurskie;11-220
Grotowo;warmińsko-mazurskie;11-220
Gruszyny;warmińsko-mazurskie;11-220
Janikowo;warmińsko-mazurskie;11-220
Kamińsk;warmińsko-mazurskie;11-220
Kandyty;warmińsko-mazurskie;11-220
Kanie Iławeckie;warmińsko-mazurskie;11-220
Kiwajny;warmińsko-mazurskie;11-220
Krasnołąka;warmińsko-mazurskie;11-220
Kumkiejmy;warmińsko-mazurskie;11-220
Lipniki;warmińsko-mazurskie;11-220
Lisiak;warmińsko-mazurskie;11-220
Nerwiki;warmińsko-mazurskie;11-220
Nowa Karczma;warmińsko-mazurskie;11-220
Nowa Wieś Iławecka;warmińsko-mazurskie;11-220
Orsy;warmińsko-mazurskie;11-220
Paprocina;warmińsko-mazurskie;11-220
Pareżki;warmińsko-mazurskie;11-220
Paustry;warmińsko-mazurskie;11-220
Piaseczno;warmińsko-mazurskie;11-220
Piasek;warmińsko-mazurskie;11-220
Piasty Wielkie;warmińsko-mazurskie;11-220
Pieszkowo;warmińsko-mazurskie;11-220
Powiersze;warmińsko-mazurskie;11-220
Pudlikajmy;warmińsko-mazurskie;11-220
Robity;warmińsko-mazurskie;11-220
Sągnity (Gniewkowo);warmińsko-mazurskie;11-220
Sągnity;warmińsko-mazurskie;11-220
Sędziwojewo;warmińsko-mazurskie;11-220
Sigajny;warmińsko-mazurskie;11-220
Skarbiec;warmińsko-mazurskie;11-220
Sołtysowizna;warmińsko-mazurskie;11-220
Stabławki;warmińsko-mazurskie;11-220
Stega Mała;warmińsko-mazurskie;11-220
Toprzyny;warmińsko-mazurskie;11-220
Wągniki;warmińsko-mazurskie;11-220
Wągródka;warmińsko-mazurskie;11-220
Weskajmy;warmińsko-mazurskie;11-220
Wiewiórki;warmińsko-mazurskie;11-220
Wojmiany;warmińsko-mazurskie;11-220
Wokiele;warmińsko-mazurskie;11-220
Wokiele (Kumkiejmy Przednie);warmińsko-mazurskie;11-220
Wormie;warmińsko-mazurskie;11-220
Worszyny;warmińsko-mazurskie;11-220
Woryny;warmińsko-mazurskie;11-220
Zielenica;warmińsko-mazurskie;11-220
Zięby;warmińsko-mazurskie;11-220
Zięby (Reszkowo);warmińsko-mazurskie;11-220
Żołędnik;warmińsko-mazurskie;11-220
Żywkowo;warmińsko-mazurskie;11-220
Żywkowo (Grądzik);warmińsko-mazurskie;11-220
Biegonity;warmińsko-mazurskie;11-230
Bisztynek;warmińsko-mazurskie;11-230
Bisztynek-Kolonia;warmińsko-mazurskie;11-230
Grzęda;warmińsko-mazurskie;11-230
Janowiec;warmińsko-mazurskie;11-230
Kokoszewo;warmińsko-mazurskie;11-230
Krzewina;warmińsko-mazurskie;11-230
Łabławki;warmińsko-mazurskie;11-230
Łędławki;warmińsko-mazurskie;11-230
Mołdyty;warmińsko-mazurskie;11-230
Niski Młyn;warmińsko-mazurskie;11-230
Nisko;warmińsko-mazurskie;11-230
Nowa Wieś Reszelska;warmińsko-mazurskie;11-230
Paluzy;warmińsko-mazurskie;11-230
Pleśnik;warmińsko-mazurskie;11-230
Pleśno;warmińsko-mazurskie;11-230
Prosity;warmińsko-mazurskie;11-230
Sątopy;warmińsko-mazurskie;11-230
Sątopy-Samulewo;warmińsko-mazurskie;11-230
Sułowo;warmińsko-mazurskie;11-230
Sułowo (Winiec);warmińsko-mazurskie;11-230
Swędrówka;warmińsko-mazurskie;11-230
Tarniny;warmińsko-mazurskie;11-230
Troksy;warmińsko-mazurskie;11-230
Troszkowo;warmińsko-mazurskie;11-230
Trutnowo;warmińsko-mazurskie;11-230
Unikowo;warmińsko-mazurskie;11-230
Warmiany;warmińsko-mazurskie;11-230
Wojkowo;warmińsko-mazurskie;11-230
Wozławki;warmińsko-mazurskie;11-230
Adamowo;warmińsko-mazurskie;11-300
Biesowo;warmińsko-mazurskie;11-300
Biesówko;warmińsko-mazurskie;11-300
Biskupiec;warmińsko-mazurskie;11-300
Biskupiec-Kolonia Druga;warmińsko-mazurskie;11-300
Biskupiec-Kolonia Pierwsza;warmińsko-mazurskie;11-300
Biskupiec-Kolonia Trzecia;warmińsko-mazurskie;11-300
Borki Wielkie;warmińsko-mazurskie;11-300
Borki Wielkie (Borki Małe);warmińsko-mazurskie;11-300
Botowo;warmińsko-mazurskie;11-300
Bredynki;warmińsko-mazurskie;11-300
Bukowa Góra;warmińsko-mazurskie;11-300
Chmielówka;warmińsko-mazurskie;11-300
Czerwonka;warmińsko-mazurskie;11-300
Dębowo;warmińsko-mazurskie;11-300
Droszewo;warmińsko-mazurskie;11-300
Dworzec;warmińsko-mazurskie;11-300
Dymer;warmińsko-mazurskie;11-300
Gęsikowo;warmińsko-mazurskie;11-300
Januszewo;warmińsko-mazurskie;11-300
Józefowo;warmińsko-mazurskie;11-300
Kamionka;warmińsko-mazurskie;11-300
Kamionka (Pierwój);warmińsko-mazurskie;11-300
Kobułty;warmińsko-mazurskie;11-300
Kojtryny;warmińsko-mazurskie;11-300
Kramarka;warmińsko-mazurskie;11-300
Labuszewo;warmińsko-mazurskie;11-300
Lipowo;warmińsko-mazurskie;11-300
Łabuchy;warmińsko-mazurskie;11-300
Łąka Dymerska;warmińsko-mazurskie;11-300
Mojtyny;warmińsko-mazurskie;11-300
Najdymowo;warmińsko-mazurskie;11-300
Nasy;warmińsko-mazurskie;11-300
Nowe Marcinkowo;warmińsko-mazurskie;11-300
Parleza Mała;warmińsko-mazurskie;11-300
Parleza Wielka;warmińsko-mazurskie;11-300
Pudląg;warmińsko-mazurskie;11-300
Rasząg;warmińsko-mazurskie;11-300
Rozwady;warmińsko-mazurskie;11-300
Rudziska;warmińsko-mazurskie;11-300
Rukławki;warmińsko-mazurskie;11-300
Rzeck;warmińsko-mazurskie;11-300
Sadłowo;warmińsko-mazurskie;11-300
Sadowo;warmińsko-mazurskie;11-300
Stanclewo;warmińsko-mazurskie;11-300
Stanclewo (Zawada);warmińsko-mazurskie;11-300
Stryjewo;warmińsko-mazurskie;11-300
Węgój;warmińsko-mazurskie;11-300
Wilimy;warmińsko-mazurskie;11-300
Zabrodzie;warmińsko-mazurskie;11-300
Zameczek;warmińsko-mazurskie;11-300
Zarębiec;warmińsko-mazurskie;11-300
Bęsia;warmińsko-mazurskie;11-311
Górkowo;warmińsko-mazurskie;11-311
Górkowo (Augustówka);warmińsko-mazurskie;11-311
Górowo;warmińsko-mazurskie;11-311
Kabiny;warmińsko-mazurskie;11-311
Kikity;warmińsko-mazurskie;11-311
Kolno;warmińsko-mazurskie;11-311
Kominki;warmińsko-mazurskie;11-311
Kruzy;warmińsko-mazurskie;11-311
Księżno;warmińsko-mazurskie;11-311
Lądek;warmińsko-mazurskie;11-311
Lutry;warmińsko-mazurskie;11-311
Oterki;warmińsko-mazurskie;11-311
Otry;warmińsko-mazurskie;11-311
Pierwągi;warmińsko-mazurskie;11-311
Ryn Reszelski;warmińsko-mazurskie;11-311
Samławki;warmińsko-mazurskie;11-311
Tejstymy;warmińsko-mazurskie;11-311
Wągsty;warmińsko-mazurskie;11-311
Wólka Wielka;warmińsko-mazurskie;11-311
Wysoka Dąbrowa;warmińsko-mazurskie;11-311
Derc;warmińsko-mazurskie;11-320
Franknowo;warmińsko-mazurskie;11-320
Jeziorany;warmińsko-mazurskie;11-320
Jeziorany-Kolonie;warmińsko-mazurskie;11-320
Kalis;warmińsko-mazurskie;11-320
Kiersztanowo;warmińsko-mazurskie;11-320
Kostrzewy;warmińsko-mazurskie;11-320
Kramarzewo;warmińsko-mazurskie;11-320
Krokowo;warmińsko-mazurskie;11-320
Lekity;warmińsko-mazurskie;11-320
Miejska Wieś;warmińsko-mazurskie;11-320
Modliny;warmińsko-mazurskie;11-320
Olszewnik;warmińsko-mazurskie;11-320
Piszewo;warmińsko-mazurskie;11-320
Polkajmy;warmińsko-mazurskie;11-320
Potryty;warmińsko-mazurskie;11-320
Radostowo;warmińsko-mazurskie;11-320
Studnica;warmińsko-mazurskie;11-320
Studzianka;warmińsko-mazurskie;11-320
Tłokowo;warmińsko-mazurskie;11-320
Ustnik;warmińsko-mazurskie;11-320
Wilkiejmy;warmińsko-mazurskie;11-320
Wójtówko;warmińsko-mazurskie;11-320
Wólka Szlachecka;warmińsko-mazurskie;11-320
Zerbuń;warmińsko-mazurskie;11-320
Bałowo;warmińsko-mazurskie;11-400
Bałtrucie;warmińsko-mazurskie;11-400
Banaszki (Gromki);warmińsko-mazurskie;11-400
Banaszki;warmińsko-mazurskie;11-400
Biedaszki;warmińsko-mazurskie;11-400
Biedaszki Małe;warmińsko-mazurskie;11-400
Czerniki;warmińsko-mazurskie;11-400
Czerniki (Góry);warmińsko-mazurskie;11-400
Czerniki (Rybniki);warmińsko-mazurskie;11-400
Czerniki (Strzyże);warmińsko-mazurskie;11-400
Działki;warmińsko-mazurskie;11-400
Filipówka;warmińsko-mazurskie;11-400
Filipówka (Porębek);warmińsko-mazurskie;11-400
Gałwuny;warmińsko-mazurskie;11-400
Gierłoż;warmińsko-mazurskie;11-400
Gnatowo;warmińsko-mazurskie;11-400
Godzikowo;warmińsko-mazurskie;11-400
Grabno;warmińsko-mazurskie;11-400
Jeżewo;warmińsko-mazurskie;11-400
Jurki;warmińsko-mazurskie;11-400
Karolewo (Cegielnia);warmińsko-mazurskie;11-400
Karolewo;warmińsko-mazurskie;11-400
Kaskajmy;warmińsko-mazurskie;11-400
Kaskajmy (Borki);warmińsko-mazurskie;11-400
Kaskajmy (Olchowo);warmińsko-mazurskie;11-400
Kaskajmy (Katkajmy);warmińsko-mazurskie;11-400
Kętrzyn;warmińsko-mazurskie;11-400
Koczarki;warmińsko-mazurskie;11-400
Kotkowo;warmińsko-mazurskie;11-400
Kruszewiec;warmińsko-mazurskie;11-400
Kruszewiec (Wymiarki);warmińsko-mazurskie;11-400
Kwiedzina;warmińsko-mazurskie;11-400
Linkowo;warmińsko-mazurskie;11-400
Marszewo;warmińsko-mazurskie;11-400
Martiany;warmińsko-mazurskie;11-400
Mażany;warmińsko-mazurskie;11-400
Muławki;warmińsko-mazurskie;11-400
Muławki (Wymiary);warmińsko-mazurskie;11-400
Muławski Dwór;warmińsko-mazurskie;11-400
Nakomiady;warmińsko-mazurskie;11-400
